1080,-480,16768
1176,-624,16688
880,-448,16624
1168,-544,16624
1064,-584,16624
1048,-656,16800
1176,-560,16848
888,-528,16656
1248,-536,16856
1336,-712,16848
1096,-712,16640
1064,-712,16704
1176,-552,17024
1048,-456,16864
1216,-480,16552
1160,-536,16536
1080,-472,16648
1072,-608,16704
1056,-640,16848
888,-352,16784
1024,-680,16648
1176,-640,16736
1040,-600,16712
1016,-496,16808
1096,-792,16672
1024,-512,16672
1040,-720,16752
992,-752,16960
960,-624,16928
1064,-608,16760
1192,-544,16800
1016,-592,16608
